group	need	cache_path	asset_path	url	fallback_url	sha1_b32	bytes	licence	note
krueger	required	tools/cache/midi/krueger/mz_545_2.mid	app/src/main/assets/midi/krueger/mozart/mz_545_2.mid	http://www.piano-midi.de/midis/mozart/mz_545_2.mid	https://web.archive.org/web/20140630203248id_/http://piano-midi.de/midis/mozart/mz_545_2.mid	74JLSGEU5GI3WAQ3YRGMJWSVSJB2EKSM	18KB	CC-BY-SA-3.0-DE	site duration 5:44
krueger	required	tools/cache/midi/krueger/mz_545_3.mid	app/src/main/assets/midi/krueger/mozart/mz_545_3.mid	http://www.piano-midi.de/midis/mozart/mz_545_3.mid	https://web.archive.org/web/20140630233313id_/http://piano-midi.de/midis/mozart/mz_545_3.mid	3T7GQRR3TAWPDR7UNOOUCIGK2PKPS4UW	10KB	CC-BY-SA-3.0-DE	site duration 1:44
krueger	required	tools/cache/midi/krueger/mz_570_1.mid	app/src/main/assets/midi/krueger/mozart/mz_570_1.mid	http://www.piano-midi.de/midis/mozart/mz_570_1.mid	https://web.archive.org/web/20140630144045id_/http://piano-midi.de/midis/mozart/mz_570_1.mid	A74RW346RRDXSKNMSGTWFRCWPWWPE65H	44KB	CC-BY-SA-3.0-DE	site duration 7:56
krueger	required	tools/cache/midi/krueger/mz_570_2.mid	app/src/main/assets/midi/krueger/mozart/mz_570_2.mid	http://www.piano-midi.de/midis/mozart/mz_570_2.mid	https://web.archive.org/web/20140630173009id_/http://piano-midi.de/midis/mozart/mz_570_2.mid	KJLF7GCHMPLLGHKSFHCSJZKOGN626Q5P	22KB	CC-BY-SA-3.0-DE	site duration 7:35
krueger	required	tools/cache/midi/krueger/mz_570_3.mid	app/src/main/assets/midi/krueger/mozart/mz_570_3.mid	http://www.piano-midi.de/midis/mozart/mz_570_3.mid	https://web.archive.org/web/20140630221010id_/http://piano-midi.de/midis/mozart/mz_570_3.mid	WNVT433DHWMURD3TDY3NVLEDPUGU5N6W	21KB	CC-BY-SA-3.0-DE	site duration 3:20
krueger	required	tools/cache/midi/krueger/haydn_7_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_7_1.mid	http://www.piano-midi.de/midis/haydn/haydn_7_1.mid	https://web.archive.org/web/20130430164054id_/http://piano-midi.de/midis/haydn/haydn_7_1.mid	CHDZ2REL5XREI4QIVLUGKEJINQNKUBDE	7KB	CC-BY-SA-3.0-DE	site duration 1:03
krueger	required	tools/cache/midi/krueger/haydn_7_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_7_2.mid	http://www.piano-midi.de/midis/haydn/haydn_7_2.mid	https://web.archive.org/web/20130430221114id_/http://piano-midi.de/midis/haydn/haydn_7_2.mid	WMMDRVLUW7KQ6TN4KCQIYQDLKQLBBNZA	10KB	CC-BY-SA-3.0-DE	site duration 1:03
krueger	required	tools/cache/midi/krueger/haydn_7_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_7_3.mid	http://www.piano-midi.de/midis/haydn/haydn_7_3.mid	https://web.archive.org/web/20130430200435id_/http://piano-midi.de/midis/haydn/haydn_7_3.mid	Q4SEPQKC5PON2IAD5HMSVSE7VDKMF6WO	9KB	CC-BY-SA-3.0-DE	site duration 1:31
krueger	required	tools/cache/midi/krueger/haydn_8_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_8_1.mid	http://www.piano-midi.de/midis/haydn/haydn_8_1.mid	https://web.archive.org/web/20130430171250id_/http://piano-midi.de/midis/haydn/haydn_8_1.mid	Y2OW47P6S63LVDBD3Z6QCPCNX7HOVDEM	12KB	CC-BY-SA-3.0-DE	site duration 2:02
krueger	required	tools/cache/midi/krueger/haydn_8_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_8_2.mid	http://www.piano-midi.de/midis/haydn/haydn_8_2.mid	https://web.archive.org/web/20130430214450id_/http://piano-midi.de/midis/haydn/haydn_8_2.mid	3VU7ZXFQHUPBPBNIDIJEYAOSY3QZTWNS	5KB	CC-BY-SA-3.0-DE	site duration 0:57
krueger	required	tools/cache/midi/krueger/haydn_8_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_8_3.mid	http://www.piano-midi.de/midis/haydn/haydn_8_3.mid	https://web.archive.org/web/20120509093917id_/http://piano-midi.de/midis/haydn/haydn_8_3.mid	ARIN5NPL6CBRCYTIZFXPZXWWL56TJAH2	5KB	CC-BY-SA-3.0-DE	site duration 1:27
krueger	required	tools/cache/midi/krueger/haydn_8_4.mid	app/src/main/assets/midi/krueger/haydn/haydn_8_4.mid	http://www.piano-midi.de/midis/haydn/haydn_8_4.mid	https://web.archive.org/web/20120509093718id_/http://piano-midi.de/midis/haydn/haydn_8_4.mid	3H6OLBDVODAHDLJR6ZUGW2N2IEZZV7X4	5KB	CC-BY-SA-3.0-DE	site duration 0:40
krueger	required	tools/cache/midi/krueger/haydn_9_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_9_1.mid	http://www.piano-midi.de/midis/haydn/haydn_9_1.mid	https://web.archive.org/web/20130430194710id_/http://piano-midi.de/midis/haydn/haydn_9_1.mid	3HMTT37E6SQLIS4Z46LEXVMES7FOH5EL	14KB	CC-BY-SA-3.0-DE	site duration 2:24
krueger	required	tools/cache/midi/krueger/haydn_9_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_9_2.mid	http://www.piano-midi.de/midis/haydn/haydn_9_2.mid	https://web.archive.org/web/20130430185934id_/http://piano-midi.de/midis/haydn/haydn_9_2.mid	7AJXALQ3QBPPF45LJZGEAYPATN24QB4E	14KB	CC-BY-SA-3.0-DE	site duration 2:50
krueger	required	tools/cache/midi/krueger/haydn_9_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_9_3.mid	http://www.piano-midi.de/midis/haydn/haydn_9_3.mid	https://web.archive.org/web/20130430175352id_/http://piano-midi.de/midis/haydn/haydn_9_3.mid	Z54AIIJELXLBWVC5MMF3WSJTVMFRTCKB	6KB	CC-BY-SA-3.0-DE	site duration 0:51
krueger	required	tools/cache/midi/krueger/haydn_33_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_33_1.mid	http://www.piano-midi.de/midis/haydn/haydn_33_1.mid	https://web.archive.org/web/20130430190359id_/http://piano-midi.de/midis/haydn/haydn_33_1.mid	BBY2RL7GJPH55UVVSMPCOBQYYS47PAKH	31KB	CC-BY-SA-3.0-DE	site duration 5:39
krueger	required	tools/cache/midi/krueger/haydn_33_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_33_2.mid	http://www.piano-midi.de/midis/haydn/haydn_33_2.mid	https://web.archive.org/web/20130430193214id_/http://piano-midi.de/midis/haydn/haydn_33_2.mid	YF3VN3EAKXFYO7AJ34TYLGI5Y3EFUKX3	16KB	CC-BY-SA-3.0-DE	site duration 5:18
krueger	required	tools/cache/midi/krueger/haydn_33_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_33_3.mid	http://www.piano-midi.de/midis/haydn/haydn_33_3.mid	https://web.archive.org/web/20130406002111id_/http://piano-midi.de/midis/haydn/haydn_33_3.mid	FZECA2LMOAI62JRFTY7OZ6MBOA6EF2XN	19KB	CC-BY-SA-3.0-DE	site duration 3:57
krueger	required	tools/cache/midi/krueger/haydn_35_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_35_1.mid	http://www.piano-midi.de/midis/haydn/haydn_35_1.mid	https://web.archive.org/web/20130430193621id_/http://piano-midi.de/midis/haydn/haydn_35_1.mid	QCGU6EXVO52BFMC6TS356546DKBOWGVS	37KB	CC-BY-SA-3.0-DE	site duration 5:37
krueger	required	tools/cache/midi/krueger/haydn_35_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_35_2.mid	http://www.piano-midi.de/midis/haydn/haydn_35_2.mid	https://web.archive.org/web/20130430190800id_/http://piano-midi.de/midis/haydn/haydn_35_2.mid	SXJBR7SK75HPKKSESTTYH6ZY5OIX3JQO	20KB	CC-BY-SA-3.0-DE	site duration 6:35
krueger	required	tools/cache/midi/krueger/haydn_35_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_35_3.mid	http://www.piano-midi.de/midis/haydn/haydn_35_3.mid	https://web.archive.org/web/20130430170500id_/http://piano-midi.de/midis/haydn/haydn_35_3.mid	TEIGERTZCWXY3JLOLLRD777V65S55GE7	16KB	CC-BY-SA-3.0-DE	site duration 2:24
krueger	required	tools/cache/midi/krueger/hay_40_1.mid	app/src/main/assets/midi/krueger/haydn/hay_40_1.mid	http://www.piano-midi.de/midis/haydn/hay_40_1.mid	https://web.archive.org/web/20130430182101id_/http://piano-midi.de/midis/haydn/hay_40_1.mid	ODAJBSW74V4NQJGARR7PPNRNZS3OBSBP	31KB	CC-BY-SA-3.0-DE	site duration 6:34
krueger	required	tools/cache/midi/krueger/hay_40_2.mid	app/src/main/assets/midi/krueger/haydn/hay_40_2.mid	http://www.piano-midi.de/midis/haydn/hay_40_2.mid	https://web.archive.org/web/20130430205652id_/http://piano-midi.de/midis/haydn/hay_40_2.mid	6PQWDGXQW4NG6XT2RBA7OOJ4CUTP2TWV	22KB	CC-BY-SA-3.0-DE	site duration 2:59
krueger	required	tools/cache/midi/krueger/haydn_43_1.mid	app/src/main/assets/midi/krueger/haydn/haydn_43_1.mid	http://www.piano-midi.de/midis/haydn/haydn_43_1.mid	https://web.archive.org/web/20130430222037id_/http://piano-midi.de/midis/haydn/haydn_43_1.mid	QTEH6YHV5G2HMZ2K4PLFNBIXTQKRULEJ	31KB	CC-BY-SA-3.0-DE	site duration 6:18
krueger	required	tools/cache/midi/krueger/haydn_43_2.mid	app/src/main/assets/midi/krueger/haydn/haydn_43_2.mid	http://www.piano-midi.de/midis/haydn/haydn_43_2.mid	https://web.archive.org/web/20130430163001id_/http://piano-midi.de/midis/haydn/haydn_43_2.mid	X3D47PFD2ZBUNXHXNKGS6Z5V3V2QNVBN	10KB	CC-BY-SA-3.0-DE	site duration 2:29
krueger	required	tools/cache/midi/krueger/haydn_43_3.mid	app/src/main/assets/midi/krueger/haydn/haydn_43_3.mid	http://www.piano-midi.de/midis/haydn/haydn_43_3.mid	https://web.archive.org/web/20121020045544id_/http://www.piano-midi.de/midis/haydn/haydn_43_3.mid	GIX37RVO24MUTSIQ2AV4T34CYNI7KOT4	25KB	CC-BY-SA-3.0-DE	site duration 5:07
krueger	required	tools/cache/midi/krueger/clementi_opus36_1_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_1_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_1_1.mid	https://web.archive.org/web/20130508152609id_/http://piano-midi.de/midis/clementi/clementi_opus36_1_1.mid	TRGR4ZHK2ARLFN6CHPAQUV5FJF6ITDWB	12KB	CC-BY-SA-3.0-DE	site duration 1:31
krueger	required	tools/cache/midi/krueger/clementi_opus36_1_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_1_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_1_2.mid	https://web.archive.org/web/20130508154142id_/http://piano-midi.de/midis/clementi/clementi_opus36_1_2.mid	E4TIAMLFW34UWWZEASAC4QVZTOPLCC5H	5KB	CC-BY-SA-3.0-DE	site duration 1:08
krueger	required	tools/cache/midi/krueger/clementi_opus36_1_3.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_1_3.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_1_3.mid	https://web.archive.org/web/20130508180143id_/http://piano-midi.de/midis/clementi/clementi_opus36_1_3.mid	DLKNB6JQKNHHZMO3V2DUQQBKHAJFLI2H	6KB	CC-BY-SA-3.0-DE	site duration 0:56
krueger	required	tools/cache/midi/krueger/clementi_opus36_2_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_2_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_2_1.mid	https://web.archive.org/web/20130508115336id_/http://piano-midi.de/midis/clementi/clementi_opus36_2_1.mid	32NW4WFXKHNOEOOOAKKOPOKFBJCJDW7A	15KB	CC-BY-SA-3.0-DE	site duration 2:00
krueger	required	tools/cache/midi/krueger/clementi_opus36_2_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_2_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_2_2.mid	https://web.archive.org/web/20130508190728id_/http://piano-midi.de/midis/clementi/clementi_opus36_2_2.mid	U6AOWGQTIPW5RKVPW6DLHS3EKPVAOCTN	4KB	CC-BY-SA-3.0-DE	site duration 1:06
krueger	required	tools/cache/midi/krueger/clementi_opus36_2_3.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_2_3.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_2_3.mid	https://web.archive.org/web/20130508164721id_/http://piano-midi.de/midis/clementi/clementi_opus36_2_3.mid	YZDMHEQ7HUGOSWOZ6UYMLB627ZEAM2EY	10KB	CC-BY-SA-3.0-DE	site duration 1:34
krueger	required	tools/cache/midi/krueger/clementi_opus36_3_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_3_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_3_1.mid	https://web.archive.org/web/20130508165724id_/http://piano-midi.de/midis/clementi/clementi_opus36_3_1.mid	WEOC4DLSI2TM2UYF4NMS7IEA4U6DYEHE	18KB	CC-BY-SA-3.0-DE	site duration 2:54
krueger	required	tools/cache/midi/krueger/clementi_opus36_3_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_3_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_3_2.mid	https://web.archive.org/web/20130508135349id_/http://piano-midi.de/midis/clementi/clementi_opus36_3_2.mid	MWKALLJHTERQYL2TE5JWV6C5IGALFHNG	4KB	CC-BY-SA-3.0-DE	site duration 1:28
krueger	required	tools/cache/midi/krueger/clementi_opus36_3_3.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_3_3.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_3_3.mid	https://web.archive.org/web/20130508124108id_/http://piano-midi.de/midis/clementi/clementi_opus36_3_3.mid	AUWDLWTACXQNYMS7DPYTXX4QNCXMPJBS	9KB	CC-BY-SA-3.0-DE	site duration 1:28
krueger	required	tools/cache/midi/krueger/clementi_opus36_4_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_4_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_4_1.mid	https://web.archive.org/web/20130508191351id_/http://piano-midi.de/midis/clementi/clementi_opus36_4_1.mid	QRBKHAY44RUWSWNBFSGTLJVOYRREMRVS	18KB	CC-BY-SA-3.0-DE	site duration 3:19
krueger	required	tools/cache/midi/krueger/clementi_opus36_4_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_4_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_4_2.mid	https://web.archive.org/web/20130508120257id_/http://piano-midi.de/midis/clementi/clementi_opus36_4_2.mid	Z6CI76SVEJDBSVBHGPMO247CKDE7W6ZU	6KB	CC-BY-SA-3.0-DE	site duration 1:45
krueger	required	tools/cache/midi/krueger/clementi_opus36_4_3.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_4_3.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_4_3.mid	https://web.archive.org/web/20130508140234id_/http://piano-midi.de/midis/clementi/clementi_opus36_4_3.mid	YWFEU5KBSUC534XXQDPBP5H5DBSKEQIJ	6KB	CC-BY-SA-3.0-DE	site duration 1:48
krueger	required	tools/cache/midi/krueger/clementi_opus36_5_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_5_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_5_1.mid	https://web.archive.org/web/20130508135927id_/http://piano-midi.de/midis/clementi/clementi_opus36_5_1.mid	YKR5I26JDGMIGUUKVUT7OZPIYKL4RKSV	26KB	CC-BY-SA-3.0-DE	site duration 4:55
krueger	required	tools/cache/midi/krueger/clementi_opus36_5_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_5_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_5_2.mid	https://web.archive.org/web/20130508170503id_/http://piano-midi.de/midis/clementi/clementi_opus36_5_2.mid	QRWNGKQOOBGDFLWREZ5ZMFBE4VQHTCNB	8KB	CC-BY-SA-3.0-DE	site duration 4:55
krueger	required	tools/cache/midi/krueger/clementi_opus36_5_3.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_5_3.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_5_3.mid	https://web.archive.org/web/20130508182629id_/http://piano-midi.de/midis/clementi/clementi_opus36_5_3.mid	3DJPGVZHAZBISMIC5GOF6HQQIWAQNC4L	16KB	CC-BY-SA-3.0-DE	site duration 2:56
krueger	required	tools/cache/midi/krueger/clementi_opus36_6_1.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_6_1.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_6_1.mid	https://web.archive.org/web/20110719072835id_/http://www.piano-midi.de/midis/clementi/clementi_opus36_6_1.mid	3L6CMD66X2ZEAYZLPU3KVMFA7VW7GRRD	32KB	CC-BY-SA-3.0-DE	site duration 5:21
krueger	required	tools/cache/midi/krueger/clementi_opus36_6_2.mid	app/src/main/assets/midi/krueger/clementi/clementi_opus36_6_2.mid	http://www.piano-midi.de/midis/clementi/clementi_opus36_6_2.mid	https://web.archive.org/web/20110808193302id_/http://piano-midi.de/midis/clementi/clementi_opus36_6_2.mid	QR4MXGLLYBWV4CMQPSQWZRX2RULX35WR	15KB	CC-BY-SA-3.0-DE	site duration 2:17
licence	required	tools/cache/licences/CC-BY-SA-3.0-DE.txt	app/src/main/assets/licenses/CC-BY-SA-3.0-DE.txt	https://creativecommons.org/licenses/by-sa/3.0/de/legalcode.txt	https://creativecommons.org/licenses/by-sa/3.0/de/legalcode			CC-BY-SA-3.0-DE	if .txt 404s, fetch the HTML legalcode and store its text content
licence	required	tools/cache/licences/CC-BY-SA-4.0.txt	app/src/main/assets/licenses/CC-BY-SA-4.0.txt	https://creativecommons.org/licenses/by-sa/4.0/legalcode.txt				CC-BY-SA-4.0	Gouin (IMSLP)
licence	required	tools/cache/licences/CC-BY-SA-3.0.txt	app/src/main/assets/licenses/CC-BY-SA-3.0.txt	https://creativecommons.org/licenses/by-sa/3.0/legalcode.txt				CC-BY-SA-3.0	Nieb (Commons)
licence	required	tools/cache/licences/CC-BY-3.0.txt	app/src/main/assets/licenses/CC-BY-3.0.txt	https://creativecommons.org/licenses/by/3.0/legalcode.txt				CC-BY-3.0	Salamander Grand Piano V3
licence	required	tools/cache/licences/CC0-1.0.txt	app/src/main/assets/licenses/CC0-1.0.txt	https://creativecommons.org/publicdomain/zero/1.0/legalcode.txt				CC0-1.0	VCSL, VSCO-2 CE, Bednarek
